"voter_id" "present" "absent" "attendance"
"54d2a772273a394ad5dbb8da" 2236 136 0.942664418212479
"54d2a777273a394ad5dbb8dc" 2228 144 0.93929173693086
"54d2a778273a394ad5dbb8de" 2164 208 0.912310286677909
"54d2a77b273a394ad5dbb8e0" 2305 67 0.971753794266442
"54d2a77c273a394ad5dbb8e2" 2298 74 0.968802698145025
"54d2a77d273a394ad5dbb8e4" 2320 49 0.979316167159139
"54d2a77e273a394ad5dbb8e6" 1977 395 0.833473861720067
"54d2a77e273a394ad5dbb8e8" 1967 21 0.98943661971831
"54d2a77f273a394ad5dbb8ea" 2244 128 0.946037099494098
"54d2a782273a394ad5dbb8ec" 1910 462 0.805227655986509
"54d2a784273a394ad5dbb8f0" 2223 149 0.937183811129848
"54d2a785273a394ad5dbb8f2" 2107 155 0.931476569407604
"54d2a786273a394ad5dbb8f4" 2348 24 0.989881956155143
"54d2a788273a394ad5dbb8f6" 2331 38 0.983959476572393
"54d2a78c273a394ad5dbb8fa" 2343 26 0.989024905023216
"54d2a78f273a394ad5dbb8fc" 1861 130 0.9347061778001
"54d2a78f273a394ad5dbb8fe" 1919 453 0.80902192242833
"54d2a790273a394ad5dbb900" 2330 39 0.983537357534825
"54d2a794273a394ad5dbb902" 2211 161 0.93212478920742
"54d2a796273a394ad5dbb904" 2338 34 0.98566610455312
